,CHLA,DO,PH,PHEO,SALINITY,SECCHI,SIGMA_T,SPCOND,TSS,WTEMP,SampleDepth,Latitude,Longitude,timestamp
24071,17.8,10.51,8.25,0.602,18.22,1.1,10.63176,29561.0,6.24,26.03,1.0,37.17681,-76.373,1093435.14
24072,11.1072,7.97,8.22,0.602,18.54,1.0,10.41938,30475.0,11.5,26.37,1.0,37.11015,-76.293,1093438.86
24073,14.7384,8.695,8.02,2.86224,17.22,0.7,10.08813,28405.0,22.45,25.73,1.0,37.31181,-76.34634,1094724.54
24074,15.8064,8.251,7.91,3.08385,19.41,1.0,8.12084,31266.0,16.4,25.86,1.0,37.24181,-76.38634,1094726.4
24075,13.2432,8.143,8.02,1.40976,17.42,0.9,10.03669,28327.0,14.875,25.7,1.0,37.17681,-76.373,1094730.18
24076,15.8064,7.687,7.94,1.98648,17.54,1.7,10.1441,28459.0,19.825,25.64,1.0,37.11015,-76.293,1094733.84
24077,12.816,8.4,7.98,0.7654,17.01,1.1,10.88711,27647.0,9.44,22.19,1.0,37.31181,-76.34634,1096019.52
24078,,,,,,,,,,,11.0,37.24181,-76.38634,1096021.62
24079,19.224,9.03,8.23,3.0794,17.53,0.9,9.40237,28400.0,17.8,22.82,1.0,37.24181,-76.38634,1096021.62
24080,,,,,,,,,,,0.0,37.24181,-76.38634,1096021.62
24081,10.68,9.43,8.39,1.4062,16.2,0.9,9.69508,26223.0,16.425,23.23,1.0,37.17681,-76.373,1096024.02
24082,10.68,8.32,8.18,1.2816,16.82,0.9,10.44671,27360.0,16.2,22.55,4.0,37.11015,-76.293,1096027.56
24083,7.12,7.58,8.13,0.7298,15.99,1.2,10.6214,26097.0,10.86,19.24,1.0,37.31181,-76.34634,1097748.42
24084,9.078,7.85,7.9,0.6408,15.87,1.7,14.01929,25972.0,6.58,20.73,1.0,37.24181,-76.38634,1097750.52
24085,8.366,8.06,8.18,0.602,15.25,1.1,10.07239,24980.0,9.64,19.11,1.0,37.17681,-76.373,1097753.04
24086,9.79,8.34,8.23,0.602,15.26,1.3,10.21345,25010.0,11.16,18.68,1.0,37.11015,-76.293,1097756.52
24087,,,,,,,,,,,0.0,37.31181,-76.34634,1100597.82
24088,18.5565,10.46,8.32,0.602,15.95,1.5,12.18504,26097.0,7.94,11.71,1.0,37.31181,-76.34634,1100597.82
24089,21.004,11.13,8.37,1.068,17.05,1.4,12.41544,27701.0,14.14,11.88,1.0,37.24181,-76.38634,1100601.42
24090,19.58,11.02,8.45,0.602,16.8,1.5,12.82659,27386.0,6.82,10.53,1.0,37.17681,-76.373,1100604.3
24091,14.596,11.88,8.43,0.602,16.68,1.1,12.75346,27236.0,12.9,10.38,1.0,37.11015,-76.293,1100607.6
24092,10.947,10.34,8.31,0.7209,17.27,1.2,12.99984,27973.0,8.6,11.55,1.0,37.31181,-76.34634,1102671.0
24093,,,,,,,,,,,0.0,37.31181,-76.34634,1102671.0
24094,7.743,10.09,8.23,1.37505,18.02,1.5,12.88055,29400.0,5.84,11.93,1.0,37.24181,-76.38634,1102673.28
24095,7.0755,10.06,8.22,0.602,17.33,2.0,13.00465,28125.0,4.94,12.13,1.0,37.17681,-76.373,1102676.46
24096,8.1435,10.16,8.32,0.602,17.42,1.3,12.97697,28239.0,7.52,12.79,1.0,37.11015,-76.293,1102680.12
24097,11.3475,12.29,8.37,2.4831,16.83,1.2,12.65,27107.0,14.74,6.65,1.0,37.31181,-76.34634,1105439.34
24098,9.345,12.82,8.11,0.69,19.03,1.4,15.39075,30894.0,6.04,7.36,1.0,37.24181,-76.38634,1105442.34
24099,10.8135,12.88,8.45,0.69,15.28,1.5,12.03252,25259.0,6.14,7.13,1.0,37.17681,-76.373,1105445.16
24100,9.4785,12.52,8.47,1.08135,15.65,1.2,12.28191,25769.0,8.48,7.73,1.0,37.11015,-76.293,1105448.52
24101,12.9495,12.67,7.98,0.69,15.17,1.3,12.14477,25236.0,9.18,5.19,1.0,37.31181,-76.34634,1108632.6
24102,,,,,,,,,,,0.0,37.31181,-76.34634,1108632.6
24103,10.413,12.71,7.88,0.69,17.21,1.2,12.55335,26456.0,9.8,5.47,1.0,37.24181,-76.38634,1108634.64
24104,12.282,12.83,8.11,0.69,16.15,1.0,12.74978,26634.0,8.3,6.72,1.0,37.17681,-76.373,1108637.34
24105,14.64686,12.39,8.18,1.31211,15.42,0.9,12.07765,25661.0,11.36,7.73,1.0,37.11015,-76.293,1108640.88
24106,16.47771,12.27,8.36,0.69,17.09,1.0,13.55001,28064.0,9.68,6.08,1.0,37.31181,-76.34634,1110886.02
24107,,,,,,,,,,,0.0,37.24181,-76.38634,1110889.14
24108,14.49429,11.77,8.27,0.69,17.71,1.0,13.96535,28931.0,10.18,6.48,1.0,37.24181,-76.38634,1110889.14
24109,12.51086,12.43,8.45,0.69,16.85,1.1,13.29565,28594.0,7.7,6.75,1.0,37.17681,-76.373,1110892.5
24110,11.748,12.23,8.38,0.69,17.55,0.8,13.78959,28692.0,11.94,7.42,1.0,37.11015,-76.293,1110896.88
24111,16.43,12.16,8.34,1.59,17.73,1.4,14.08148,29080.0,6.17,5.66,0.5,37.25818,-76.38902,1110459.48
24112,46.636,12.88,8.67,0.69,14.93,0.8,11.1868,24366.0,12.7,12.22,1.0,37.31181,-76.34634,1113214.74
24113,19.224,10.38,8.26,1.4774,14.96,0.7,10.70313,24583.0,22.7,13.47,1.0,37.24181,-76.38634,1113216.96
24114,14.596,11.14,8.47,0.69,15.44,0.8,11.35955,25317.0,15.92,13.56,1.0,37.17681,-76.373,1113219.96
24115,25.276,11.73,8.64,0.69,15.27,0.7,11.18248,25066.0,14.475,13.65,1.0,37.11015,-76.293,1113223.56
24116,,,,,,,,,,,0.0,37.25818,-76.38902,1113221.94
24117,18.156,10.11,8.41,0.69,15.54,0.9,11.06728,25732.0,20.75,16.03,1.0,37.31181,-76.34634,1115805.42
24118,,,,,,,,,,,1.0,37.31181,-76.34634,1115805.42
24119,,,,,,,,,,,1.0,37.31181,-76.34634,1115805.42
24120,,,,,,,,,,,0.0,37.24181,-76.38634,1115807.82
24121,12.816,10.35,8.52,0.69,18.76,1.0,11.12244,26106.0,24.925,16.72,1.0,37.24181,-76.38634,1115807.82
24122,11.748,10.69,8.4,0.69,15.9,1.0,11.10293,26003.0,13.975,16.55,1.0,37.17681,-76.373,1115811.06
24123,13.706,10.47,8.45,0.69,16.11,0.8,11.26291,26240.0,11.35,16.4,1.0,37.11015,-76.293,1115815.32
24124,,,,,,,,,,,0.0,37.11015,-76.293,1115815.32
24125,15.54,10.49,8.47,2.42,15.68,1.05,11.11155,25640.0,9.5,15.8,0.5,37.25818,-76.38902,1115639.34
24126,5.696,8.04,8.23,0.69,15.11,1.2,7.75635,25110.0,8.36,27.56,1.0,37.31181,-76.34634,1118828.46
24127,10.8936,7.16,7.65,0.69,23.44,1.3,9.74577,30240.0,9.24,24.52,1.0,37.24181,-76.38634,1118830.68
24128,11.392,7.75,8.14,0.69,17.25,1.0,10.0651,28078.0,7.7,25.1,1.0,37.17681,-76.373,1118833.62
24129,11.5344,8.31,8.22,0.69,17.11,0.9,9.17739,27906.0,13.025,27.54,4.0,37.11015,-76.293,1118837.34
24130,7.24,10.31,8.34,1.72,15.51,1.0,9.43125,25380.0,25.14,22.65,0.5,37.25818,-76.38902,1118061.24
24131,8.3304,6.89,8.17,0.69,17.21,1.1,9.79513,28019.0,10.15,25.99,4.0,37.31181,-76.34634,1120031.28
24132,6.408,6.81,7.95,0.69,17.52,1.4,10.13195,28931.0,13.225,25.63,1.0,37.24181,-76.38634,1120028.88
24133,7.2624,6.37,8.08,0.69,17.31,1.1,9.94255,28223.0,7.975,25.44,1.0,37.17681,-76.373,1120036.98
24134,7.0488,6.29,8.08,0.69,17.07,0.9,9.54386,27852.0,,26.49,1.0,37.11015,-76.293,1120040.82
24135,,,,,,,,,11.75,,2.0,37.11015,-76.293,1120040.82
24136,4.628,7.43,8.2,0.69,17.71,1.1,9.58652,28832.0,10.05,27.86,1.0,37.31181,-76.34634,1121421.0
24137,8.544,8.68,7.5,0.69,21.42,1.2,9.9989,33168.0,6.48,28.01,1.0,37.24181,-76.38634,1121236.8
24138,6.408,7.15,8.09,0.69,18.57,0.9,10.10144,30116.0,11.1,28.25,1.0,37.17681,-76.373,1121424.18
24139,9.968,7.07,8.11,0.69,18.4,0.8,10.10283,29838.0,14.3,27.95,1.0,37.11015,-76.293,1121427.72
24140,11.23,,,2.68,,0.9,10.66505,,12.67,,0.5,37.25818,-76.38902,1120563.9
24141,,8.23,,,18.64,,,30100.0,,26.74,0.1,37.25818,-76.38902,1120563.9
24142,8.366,5.212,8.11,1.9758,18.81,1.6,10.00796,30493.0,68.76,29.17,5.0,37.31181,-76.34634,1122543.9
24143,14.418,6.693,7.63,0.69,19.74,1.1,11.53442,31861.0,10.95,28.34,1.0,37.24181,-76.38634,1122548.16
24144,15.842,5.858,7.92,1.1036,19.53,0.8,10.29184,31563.0,19.68571,30.04,1.0,37.17681,-76.373,1122552.18
24145,11.748,7.273,7.94,1.2282,19.79,0.9,10.43657,32289.0,35.65,28.9,1.0,37.11015,-76.293,1122558.96
24146,13.172,6.22,8.15,0.69,18.46,0.9,9.99797,29892.0,11.8,28.35,1.0,37.31181,-76.34634,1123609.5
24147,14.34171,5.94,7.59,0.69,18.83,1.1,10.34392,31495.0,15.3,28.2,1.0,37.24181,-76.38634,1123657.26
24148,14.774,5.14,7.98,0.69,18.7,0.8,10.19866,30305.0,10.72,28.33,3.0,37.17681,-76.373,1123659.9
24149,14.418,5.85,8.01,0.69,19.04,1.0,10.63734,30595.0,10.825,27.76,3.0,37.11015,-76.293,1123666.5
24150,9.99,7.6,8.18,4.22,17.71,1.0,9.95699,28770.0,40.4,26.64,0.5,37.25818,-76.38902,1122894.42
24151,8.188,6.53,7.91,0.69,18.66,0.5,10.12565,30233.0,13.175,28.42,1.0,37.31181,-76.34634,1124868.3
24152,11.748,4.22,7.81,1.2282,20.42,0.9,11.34063,32836.0,26.7,28.74,1.0,37.24181,-76.38634,1124866.02
24153,13.706,5.03,7.94,2.3674,19.83,0.4,11.05566,31954.0,21.5,28.34,1.0,37.17681,-76.373,1124873.64
24154,12.46,6.38,8.11,0.69,20.39,0.7,11.72385,32744.0,32.88572,27.49,1.0,37.11015,-76.293,1124877.36
24155,11.3475,6.57,8.01,0.70755,20.62,0.9,12.13493,33024.0,14.625,26.73,1.0,37.31181,-76.34634,1127221.92
24156,,,,,,,,,,,0.0,37.31181,-76.34634,1127221.92
24157,6.942,6.42,8.06,0.69,20.96,0.9,12.36582,33550.0,14.74,26.55,1.0,37.24181,-76.38634,1127227.14
24158,7.0755,6.64,8.0,0.69,21.04,0.9,12.46806,33650.0,16.3,26.57,1.0,37.17681,-76.373,1127225.1
24159,,,,,,,,,,,0.0,37.17681,-76.373,1127225.1
24160,,,,,,,,,,,0.0,37.11015,-76.293,1127288.64
24161,5.874,6.58,8.2,0.69,21.05,1.4,12.59815,33632.0,10.96,26.21,1.0,37.11015,-76.293,1127288.64
24162,7.61,7.82,8.19,1.64,20.57,0.85,12.26762,32920.0,,26.16,0.5,37.25818,-76.38902,1126263.6
24163,9.79,8.22,8.11,0.69,21.44,0.7,14.76853,34058.0,16.025,19.17,1.0,37.31181,-76.34634,1129883.76
24164,4.272,7.72,7.88,0.69,21.36,1.1,14.55115,33995.0,7.12,19.67,1.0,37.24181,-76.38634,1129881.12
24165,,,,,,,,,,,0.0,37.24181,-76.38634,1129881.12
24166,12.816,8.21,8.08,1.068,21.36,0.7,14.69229,34039.0,10.42,19.27,1.0,37.17681,-76.373,1129887.18
24167,10.68,8.55,8.17,1.04664,21.32,0.8,14.71118,34164.0,17.075,19.14,1.0,37.11015,-76.293,1129891.02
24168,10.17,8.05,8.11,2.99,21.59,1.0,13.99374,34330.0,7.57,22.82,0.5,37.25818,-76.38902,1128337.86
24169,4.42457,9.87,8.11,0.69,21.31,1.1,16.20483,33977.0,8.22,11.19,1.0,37.31181,-76.34634,1133346.12
24170,7.01829,9.84,8.1,0.69,21.11,1.3,16.53688,33662.0,5.06,11.45,1.0,37.24181,-76.38634,1133348.1
24171,7.78114,10.02,8.12,0.69,21.26,1.4,16.05049,33895.0,5.48,12.16,1.0,37.17681,-76.373,1133350.14
24172,3.96686,9.79,8.14,0.69,21.29,1.1,16.00372,33915.0,8.3,12.58,1.0,37.11015,-76.293,1133353.62
24173,7.13,10.87,8.24,2.87,21.77,1.3,15.76069,34560.0,8.57,15.79,0.5,37.25818,-76.38902,1132057.8
24174,6.942,11.29,8.12,0.69,20.47,0.7,16.1857,32880.0,12.88,6.42,1.0,37.31181,-76.34634,1134735.84
24175,,,,,,,,,,,0.0,37.31181,-76.34634,1134735.84
24176,,,,,,,,,,,0.0,37.24181,-76.38634,1134733.38
24177,6.408,11.44,8.14,0.69,20.47,1.1,16.70098,32864.0,11.24,6.55,1.0,37.24181,-76.38634,1134733.38
24178,4.806,11.82,8.17,0.69,20.42,1.1,16.15395,32796.0,6.72,5.64,1.0,37.17681,-76.373,1134731.52
24179,,,,,,,,,,,0.0,37.17681,-76.373,1134731.52
24180,4.272,11.63,8.11,0.69,20.54,0.9,16.26524,32960.0,10.02,5.54,1.0,37.11015,-76.293,1134727.44
24181,7.654,10.82,8.1,1.5664,18.57,0.8,14.70685,30323.0,14.825,6.21,1.0,37.31181,-76.34634,1137664.38
24182,,,,,,,,,,,0.0,37.31181,-76.34634,1137664.38
24183,,,,,,,,,,,0.0,37.24181,-76.38634,1137661.92
24184,8.188,10.75,8.1,1.4062,18.04,1.0,14.64356,29467.0,9.08,6.73,1.0,37.24181,-76.38634,1137661.92
24185,,,,,,,,,,,0.0,37.17681,-76.373,1137660.06
24186,5.874,10.96,8.05,1.602,18.98,1.1,15.01584,30906.0,9.02,6.37,1.0,37.17681,-76.373,1137660.06
24187,2.314,,,0.4272,,,,,,,3.0,37.11015,-76.293,1137077.34
24188,2.848,11.67,8.23,0.267,18.93,1.5,15.03908,31096.0,6.36,9.48,1.0,37.11015,-76.293,1137077.34
24189,,11.27,8.16,,19.08,,15.08916,,,6.44,0.25,37.21722,-76.39222,1137664.08
24190,,,,,,0.8,,,,,0.25,37.21722,-76.39222,1137664.08
24191,,11.29,8.16,,19.07,,,,,6.42,0.1,37.21722,-76.39222,1137664.08
24192,,11.37,8.14,,19.78,,15.67337,,,6.41,1.25,37.21722,-76.39222,1136375.1
24193,,,,,,1.3,,,,,0.25,37.21722,-76.39222,1136375.1
24194,,11.31,8.08,,18.71,,14.81463,,,6.23,0.25,37.21722,-76.39222,1138786.14
24195,,,,,,1.3,,,,,0.25,37.21722,-76.39222,1138786.14
24196,,12.18,8.14,,18.59,,14.73211,,,6.01,0.25,37.21722,-76.39222,1140002.16
24197,,,,,,0.8,,,,,0.25,37.21722,-76.39222,1140002.16
24198,13.35,10.75,8.32,0.24,17.59,1.3,13.98112,28844.0,5.96,6.48,1.0,37.31181,-76.34634,1141831.74
24199,,,,,,,,,,,0.0,37.31181,-76.34634,1141831.74
24200,,,,,,,,,,,0.0,37.24181,-76.38634,1141834.2
24201,5.696,10.71,8.32,3.738,22.75,1.2,13.80059,29737.0,16.58,7.31,1.0,37.24181,-76.38634,1141834.2
24202,6.23,12.46,8.27,0.9968,18.12,1.7,14.30719,29595.0,5.84,6.79,1.0,37.17681,-76.373,1141888.02
24203,6.23,11.47,7.77,0.24,18.02,1.1,14.13936,29381.0,8.7,7.38,1.0,37.11015,-76.293,1141895.34
24204,,,,,,,,,,,0.0,37.11015,-76.293,1141895.34
24205,,11.84,8.21,,18.14,,14.36976,,,5.81,0.1,37.21722,-76.39222,1141203.48
24206,,,,,,1.0,,,,,0.25,37.21722,-76.39222,1141203.48
24207,,11.1,7.7,,19.33,,15.19849,,,7.3,0.25,37.21722,-76.39222,1143106.56
24208,0.5,,,1.07,,0.7,,,,,0.25,37.21722,-76.39222,1143106.56
24209,,11.16,7.59,,19.33,,,,,7.33,0.1,37.21722,-76.39222,1143106.56
24210,3.382,9.74,8.05,0.24,19.28,1.2,14.49014,31286.0,9.0,12.33,1.0,37.31181,-76.34634,1144343.94
24211,,,,,,,,,,,0.0,37.31181,-76.34634,1144343.94
24212,6.052,9.82,7.98,0.3026,22.46,1.4,14.44611,36495.0,9.91429,12.97,1.0,37.24181,-76.38634,1144392.84
24213,,,,,,,,,,,0.0,37.24181,-76.38634,1144392.84
24214,2.848,9.37,8.02,0.24,19.31,1.4,14.31447,30897.0,20.94286,12.88,1.0,37.17681,-76.373,1144395.6
24215,3.026,8.77,7.97,0.24,18.89,1.0,13.92754,30411.0,7.11429,13.87,1.0,37.11015,-76.293,1144399.14
24216,,9.24,8.12,,19.48,,14.07702,,,15.5,0.1,37.21722,-76.39222,1145441.4
24217,4.18,,,2.11,,0.75,,,,,0.25,37.21722,-76.39222,1145441.4
24218,,9.62,7.99,,19.12,,14.17241,,,13.52,0.25,37.21722,-76.39222,1144148.58
24219,0.5,,,0.73,,1.0,,,,,0.25,37.21722,-76.39222,1144148.58
24220,1.28,,,0.79,,1.5,,,7.09,,0.5,37.25818,-76.38902,1144843.08
24221,,7.87,7.99,,18.67,,12.75925,,,18.83,0.25,37.21722,-76.39222,1147854.24
24222,4.91,,,1.41,,0.8,,,,,0.25,37.21722,-76.39222,1147854.24
24223,,9.33,8.0,,18.43,,13.11519,,,16.28,0.25,37.21722,-76.39222,1146643.62
24224,2.65,,,0.91,,1.0,,,,,0.25,37.21722,-76.39222,1146643.62
24225,,9.3,8.0,,18.43,,,,,16.3,1.0,37.21722,-76.39222,1146643.62
24226,,7.36,8.07,,20.09,,12.35775,,,24.59,0.75,37.21722,-76.39222,1149064.02
24227,5.9,,,3.02,,0.8,,,,,0.25,37.21722,-76.39222,1149064.02
24228,10.89,,,4.043,,,,,11.88,,0.5,37.25818,-76.38902,1147350.0
24229,,,,,,,,,,,0.0,37.31181,-76.34634,1148390.1
24230,4.984,8.63,8.18,0.24,18.71,1.1,12.44398,30127.0,23.06,20.19,1.0,37.31181,-76.34634,1148390.1
24231,,,,,,,,,,,0.0,37.24181,-76.38634,1148387.34
24232,8.01,8.28,8.04,2.1004,19.56,1.3,13.19537,31358.0,16.46,19.66,1.0,37.24181,-76.38634,1148387.34
24233,3.204,7.76,8.1,0.24,19.87,0.8,13.36149,31823.0,18.425,20.1,1.0,37.17681,-76.373,1148540.94
24234,,,,,,,,,8.7,,1.0,37.17681,-76.373,1148540.94
24235,4.272,7.78,8.02,0.24,19.94,0.9,13.28663,31894.0,14.54286,20.19,1.0,37.11015,-76.293,1148544.6
24236,8.722,8.06,8.17,0.24,20.01,0.8,12.74792,32092.0,7.725,22.96,1.0,37.31181,-76.34634,1149608.58
24237,7.2624,7.3,7.63,0.24,20.3,1.1,16.70248,32490.0,8.2,20.47,1.0,37.24181,-76.38634,1149664.62
24238,6.764,7.12,8.06,0.4628,20.41,0.7,13.00531,32645.0,17.63333,23.07,1.0,37.17681,-76.373,1149666.72
24239,4.4856,7.16,8.07,0.59808,20.37,0.8,13.03699,32481.0,28.03333,22.64,1.0,37.11015,-76.293,1149673.14
24240,,7.41,8.05,,20.21,,13.0765,,,22.26,0.25,37.21722,-76.39222,1150273.44
24241,7.43,,,3.55,,0.85,,,,,0.25,37.21722,-76.39222,1150273.44
24242,,7.67,8.02,,20.36,,11.95626,,,26.49,0.5,37.21722,-76.39222,1151568.18
24243,7.24,,,3.52,,0.9,,,,,0.25,37.21722,-76.39222,1151568.18
24244,9.18,,,3.24,,1.0,,,18.67,,0.5,37.25818,-76.38902,1150117.32
24245,10.146,8.226,8.08,0.24,19.56,0.8,12.09281,31569.0,18.23333,24.12,1.0,37.31181,-76.34634,1150714.02
24246,11.5344,7.785,7.77,0.72624,20.34,0.9,14.18054,32569.0,11.15,23.72,1.0,37.24181,-76.38634,1150711.56
24247,8.277,7.438,8.06,0.3204,20.05,0.9,12.57565,32126.0,19.3,23.56,4.0,37.17681,-76.373,1150709.64
24248,,,,,,,,,,,0.0,37.17681,-76.373,1150709.64
24249,7.209,7.333,8.07,0.24,19.41,0.7,11.85872,31241.0,20.31429,24.42,1.0,37.11015,-76.293,1150705.56
24250,11.036,8.87,8.21,0.4806,19.93,0.8,11.03843,32028.0,22.45714,28.06,1.0,37.31181,-76.34634,1152633.3
24251,4.45,7.06,8.04,1.0324,19.89,1.1,11.67411,32580.0,8.9,26.44,1.0,37.24181,-76.38634,1152687.0
24252,8.72,7.08,8.02,0.997,19.91,0.8,11.75145,31998.0,17.7,26.23,1.0,37.17681,-76.373,1152693.36
24253,,,,,,,,,,,0.0,37.17681,-76.373,1152693.36
24254,7.12,6.72,7.98,0.8544,20.28,0.7,12.00435,32658.0,16.8,26.49,1.0,37.11015,-76.293,1152696.72
24255,,,,,,,,,,,0.0,37.11015,-76.293,1152696.72
24256,,6.64,8.01,,19.84,,11.66038,,,26.36,0.25,37.21722,-76.39222,1152691.8
24257,11.27,,,5.02,,0.85,,,,,0.25,37.21722,-76.39222,1152691.8
24258,,6.44,8.14,,20.29,,11.54841,,,27.82,1.0,37.21722,-76.39222,1153380.72
24259,5.62,,,3.39,,1.0,,,,,0.25,37.21722,-76.39222,1153380.72
24260,,7.71,8.24,,21.04,,12.30781,,,27.1,0.25,37.21722,-76.39222,1153910.28
24261,6.91,,,2.34,,1.0,,,,,0.25,37.21722,-76.39222,1153910.28
24262,8.67,,,3.9,,0.9,,,23.0,,0.5,37.25818,-76.38902,1152540.42
24263,13.35,8.28,8.29,1.2282,21.39,1.0,11.62918,32665.0,13.32,27.7,1.0,37.31181,-76.34634,1153842.3
24264,7.654,6.89,7.67,1.691,20.67,1.1,14.52096,33532.0,8.78,25.45,1.0,37.24181,-76.38634,1153896.9
24265,6.764,7.31,8.17,1.3706,21.91,1.1,12.62248,34451.0,10.44,26.33,1.0,37.17681,-76.373,1153903.44
24266,10.947,6.94,8.0,0.24,21.85,0.7,13.16904,34905.0,17.45,26.36,1.0,37.11015,-76.293,1153906.8
24267,,,,,,,,,,,0.0,37.11015,-76.293,1153906.8
24268,11.926,8.51,7.78,0.24,18.76,0.8,10.26665,30319.0,18.6,27.43,1.0,37.31181,-76.34634,1155738.6
24269,,,,,,,,,,,0.0,37.24181,-76.38634,1155798.36
24270,10.8936,7.14,8.11,1.58064,22.33,1.0,11.73401,32064.0,14.725,26.39,1.0,37.24181,-76.38634,1155798.36
24271,10.68,8.74,8.05,0.24,19.78,0.9,11.58581,31833.0,9.625,26.56,1.0,37.17681,-76.373,1155741.36
24272,10.68,6.99,8.01,0.24,19.41,0.6,11.09842,31294.0,26.33333,26.91,1.0,37.11015,-76.293,1155805.62
24273,,6.95,8.02,,18.86,,10.81203,,,26.76,0.1,37.21722,-76.39222,1155718.74
24274,7.48,,,2.97,,0.6,,,,,0.25,37.21722,-76.39222,1155718.74
24275,7.43,,,1.63,,0.7,,,,,0.25,37.21722,-76.39222,1154504.52
24276,,6.38,8.09,,20.29,,11.61951,,,27.6,1.0,37.21722,-76.39222,1156321.08
24277,5.85,,,1.81,,1.0,,,,,0.25,37.21722,-76.39222,1156321.08
24278,,6.39,8.02,,22.51,,13.18904,,,27.91,0.25,37.21722,-76.39222,1156931.22
24279,16.01,,,1.39,,0.7,,,,,0.25,37.21722,-76.39222,1156931.22
24280,,7.24,8.2,,18.47,,10.16447,,,27.48,0.25,37.21722,-76.39222,1155112.98
24281,7.69,,,5.11,,1.0,,,,,0.25,37.21722,-76.39222,1155112.98
24282,7.64,,,2.06,,0.9,,,11.17,,0.5,37.25818,-76.38902,1154959.08
24283,10.4664,8.39,8.09,1.00392,23.42,0.7,11.27363,33326.0,28.95,28.88,1.0,37.31181,-76.34634,1156865.82
24284,8.277,6.37,7.95,0.24,25.26,0.8,13.09357,39328.0,15.54286,27.88,1.0,37.24181,-76.38634,1156920.9
24285,7.0488,7.38,7.7,0.24,22.55,0.9,14.0528,35949.0,13.37143,27.01,1.0,37.17681,-76.373,1156868.46
24286,,,,,,,,,,,0.0,37.17681,-76.373,1156868.46
24287,8.544,6.01,7.88,0.24,23.55,0.6,14.03407,37322.0,19.1,27.7,1.0,37.11015,-76.293,1156926.78
24288,5.518,7.2,8.11,0.24,20.09,1.0,12.3416,32382.0,10.4,23.56,1.0,37.31181,-76.34634,1158742.2
24289,10.68,7.83,7.85,1.2816,19.77,1.2,14.59872,35572.0,5.32,23.6,1.0,37.24181,-76.38634,1158739.2
24290,7.209,7.58,8.09,0.4539,19.91,0.6,12.4667,31894.0,14.88,23.61,1.0,37.17681,-76.373,1158744.96
24291,5.874,7.59,8.21,0.24,20.23,0.8,12.74637,32399.0,26.45,23.58,1.0,37.11015,-76.293,1158749.22
24292,,,,,,,,,,,0.0,37.11015,-76.293,1158749.22
24293,,7.62,8.02,,20.87,,13.64055,,,22.08,0.1,37.21722,-76.39222,1158134.58
24294,12.29,,,4.17,,0.9,,,,,0.25,37.21722,-76.39222,1158134.58
24295,,8.55,8.19,,20.49,,13.3271,,,22.13,0.75,37.21722,-76.39222,1159345.8
24296,6.9,,,2.69,,1.2,,,,,0.25,37.21722,-76.39222,1159345.8
24297,,7.22,8.08,,21.53,,13.54348,,,24.24,0.1,37.21722,-76.39222,1157530.98
24298,7.41,,,2.84,,0.9,,,,,0.25,37.21722,-76.39222,1157530.98
24299,7.15,,,1.84,,0.9,,,16.0,,0.5,37.25818,-76.38902,1157632.5
24300,8.2,,,3.32,,1.1,,,109.33,,0.5,37.25818,-76.38902,1161330.18
24301,8.277,9.15,8.12,0.24,19.94,1.4,13.1073,30951.0,5.56,18.62,1.0,37.31181,-76.34634,1161188.64
24302,,7.82,8.02,,19.71,,13.18955,,,20.34,0.25,37.21722,-76.39222,1160551.86
24303,2.73,,,1.65,,1.0,,,,,0.25,37.21722,-76.39222,1160551.86
24304,,8.15,8.0,,18.68,,12.88492,,,18.33,0.25,37.21722,-76.39222,1161157.14
24305,4.69,,,2.3,,1.4,,,,,0.25,37.21722,-76.39222,1161157.14
24306,,7.32,8.02,,21.06,,13.9543,,,21.4,0.75,37.21722,-76.39222,1159947.42
24307,7.59,,,2.31,,0.9,,,,,0.25,37.21722,-76.39222,1159947.42
24308,8.544,9.18,8.08,1.34093,19.05,0.8,13.95508,30628.0,18.5,14.45,5.0,37.31181,-76.34634,1163761.14
24309,,,,,,,,,,,0.0,37.31181,-76.34634,1163761.14
24310,,,,,,,,,,,0.0,37.24181,-76.38634,1163758.8
24311,3.204,9.15,8.04,1.20684,23.63,2.0,13.98838,29940.0,14.64,14.47,12.0,37.24181,-76.38634,1163758.8
24312,6.5148,9.09,8.01,0.9612,19.48,1.2,14.29885,31262.0,7.92,14.33,4.0,37.17681,-76.373,1163757.06
24313,,,,,,,,,,,0.0,37.17681,-76.373,1163757.06
24314,,,,,,,,,,,0.0,37.11015,-76.293,1163753.52
24315,8.2236,8.7,7.88,1.34568,21.46,0.8,15.81204,34157.0,9.84,14.59,1.0,37.11015,-76.293,1163753.52
24316,,9.64,8.06,,20.28,,14.83212,,,14.76,0.75,37.21722,-76.39222,1162369.44
24317,4.44,,,1.59,,0.9,,,,,0.25,37.21722,-76.39222,1162369.44
24318,,10.22,7.98,,17.15,,12.83172,,,12.54,0.25,37.21722,-76.39222,1164014.58
24319,3.0,,,0.88,,1.5,,,,,0.25,37.21722,-76.39222,1164014.58
24320,3.85,,,1.19,,1.4,,,28.4,,0.5,37.25818,-76.38902,1163510.64
24321,6.23,11.59,8.2,0.623,18.18,1.4,14.47235,30027.0,6.74,7.8,1.0,37.31181,-76.34634,1165838.28
24322,,,,,,,,,,,1.0,37.31181,-76.34634,1165838.28
24323,,,,,,,,,,,0.0,37.24181,-76.38634,1165840.62
